id,user_id,location_id,latitude,longitude,start_day,start_min,weekday
377,1,1610,0.2260328411265466,0.1242277430028242,0,1088,1
378,1,1610,0.2260328411265466,0.1242277430028242,4,825,5
379,1,1610,0.2260328411265466,0.1242277430028242,5,503,6
380,1,1610,0.2260328411265466,0.1242277430028242,7,1117,1
381,1,1610,0.2260328411265466,0.1242277430028242,12,505,6
384,1,1610,0.2260328411265466,0.1242277430028242,15,1092,2
385,1,1316,0.0302132774494474,0.0005014793776489,16,898,3
386,1,3203,0.1889866909382138,0.0979152282011885,16,1330,3
387,1,843,0.1895847080005233,0.0887608576758085,18,640,5
388,1,1610,0.2260328411265466,0.1242277430028242,19,529,6
390,1,322,0.0113270470232393,-0.0177092509252105,19,1199,6
393,1,322,0.0113270470232393,-0.0177092509252105,20,1209,0
394,1,1610,0.2260328411265466,0.1242277430028242,21,1155,1
395,1,506,-0.0665466955053585,-0.047635586699102,22,563,2
396,1,506,-0.0665466955053585,-0.047635586699102,26,714,6
398,1,1610,0.2260328411265466,0.1242277430028242,28,1173,1
406,1,1610,0.2260328411265466,0.1242277430028242,35,1182,1
408,1,2285,0.2003349793997595,0.0498180610826157,38,1327,4
410,1,1610,0.2260328411265466,0.1242277430028242,43,1183,2
417,1,850,0.1919117963787076,0.0894313738328436,49,672,1
418,1,1610,0.2260328411265466,0.1242277430028242,50,1107,2
419,1,2859,-0.050825508659939,-0.0464319903795352,54,927,6
420,1,933,0.1452233462127337,0.1054522245496727,58,558,3
421,1,1610,0.2260328411265466,0.1242277430028242,61,501,6
423,1,1610,0.2260328411265466,0.1242277430028242,62,1104,0
425,1,850,0.1919117963787076,0.0894313738328436,64,647,2
426,1,1316,0.0302132774494474,0.0005014793776489,64,818,2
428,1,1610,0.2260328411265466,0.1242277430028242,64,1126,2
429,1,3203,0.1889866909382138,0.0979152282011885,64,1359,2
430,1,850,0.1919117963787076,0.0894313738328436,65,679,3
431,1,845,0.2400586204485739,0.0606554297701513,65,879,3
432,1,1610,0.2260328411265466,0.1242277430028242,65,1122,3
433,1,698,0.0414020690635144,0.0771576807477749,66,1143,4
435,1,850,0.1919117963787076,0.0894313738328436,67,686,5
436,1,3203,0.1889866909382138,0.0979152282011885,69,826,0
437,1,1610,0.2260328411265466,0.1242277430028242,69,1149,0
438,1,3203,0.1889866909382138,0.0979152282011885,70,766,1
439,1,1610,0.2260328411265466,0.1242277430028242,70,1137,1
440,1,3203,0.1889866909382138,0.0979152282011885,71,753,2
442,1,933,0.1452233462127337,0.1054522245496727,73,568,4
445,1,1610,0.2260328411265466,0.1242277430028242,84,1181,1
446,1,3203,0.1889866909382138,0.0979152282011885,84,1358,1
447,1,850,0.1919117963787076,0.0894313738328436,85,704,2
450,1,850,0.1919117963787076,0.0894313738328436,91,729,1
451,1,38,0.0480233911220098,-0.0139592678184083,91,1377,1
453,1,3203,0.1889866909382138,0.0979152282011885,92,776,2
454,1,843,0.1895847080005233,0.0887608576758085,92,1092,2
455,1,845,0.2400586204485739,0.0606554297701513,92,1189,2
456,1,933,0.1452233462127337,0.1054522245496727,93,571,3
457,1,850,0.1919117963787076,0.0894313738328436,94,520,4
459,1,803,-0.0946275690513366,-0.0173853871614493,94,1241,4
460,1,287,-0.4867134661430315,0.047402695689116,95,1125,5
463,1,1610,0.2260328411265466,0.1242277430028242,99,1105,2
464,1,845,0.2400586204485739,0.0606554297701513,101,1159,4
465,1,1610,0.2260328411265466,0.1242277430028242,103,514,6
467,1,1610,0.2260328411265466,0.1242277430028242,104,1087,0
468,1,1516,0.1634670675276843,0.0366471218532888,104,1340,0
469,1,850,0.1919117963787076,0.0894313738328436,106,640,2
470,1,1610,0.2260328411265466,0.1242277430028242,106,1130,2
471,1,202,-0.0679681100201498,-0.0388213930261585,109,1197,5
473,1,358,-0.4232611821019176,9.825733200852228e-05,114,1182,3
474,1,933,0.1452233462127337,0.1054522245496727,116,781,5
475,1,1610,0.2260328411265466,0.1242277430028242,117,527,6
476,1,3203,0.1889866909382138,0.0979152282011885,118,568,0
477,1,3589,-0.1029366995254194,-0.0275253831753691,128,884,3
478,1,3203,0.1889866909382138,0.0979152282011885,129,584,4
479,1,3203,0.1889866909382138,0.0979152282011885,131,861,6
482,1,3203,0.1889866909382138,0.0979152282011885,135,740,3
484,1,3203,0.1889866909382138,0.0979152282011885,137,742,5
485,1,1610,0.2260328411265466,0.1242277430028242,138,696,6
486,1,1610,0.2260328411265466,0.1242277430028242,155,1131,2
558,2,1019,-0.2350653820353984,-0.2107364159205265,8,985,6
562,2,638,-0.2150849147989585,-0.2079289822447619,17,734,1
563,2,939,-0.1896187023872437,-0.199583431605114,21,1099,5
564,2,939,-0.1896187023872437,-0.199583431605114,21,1215,5
566,2,638,-0.2150849147989585,-0.2079289822447619,23,1164,0
567,2,638,-0.2150849147989585,-0.2079289822447619,24,1103,1
568,2,3084,-0.2055049154522229,-0.2182965825988619,24,1115,1
572,2,3084,-0.2055049154522229,-0.2182965825988619,28,1117,5
574,2,638,-0.2150849147989585,-0.2079289822447619,30,1154,0
575,2,638,-0.2150849147989585,-0.2079289822447619,31,1154,1
577,2,3601,-0.2892012814849197,-0.1170863744976838,33,1180,3
578,2,1372,-0.2852669747939875,-0.1174882131983575,33,1180,3
579,2,638,-0.2150849147989585,-0.2079289822447619,33,1199,3
581,2,3601,-0.2892012814849197,-0.1170863744976838,34,871,4
582,2,1372,-0.2852669747939875,-0.1174882131983575,34,873,4
583,2,1082,-0.2154840875345562,-0.1949878640722683,34,886,4
584,2,1404,-0.170420566338644,-0.1773041202058778,34,902,4
585,2,939,-0.1896187023872437,-0.199583431605114,34,1080,4
588,2,3601,-0.2892012814849197,-0.1170863744976838,37,1156,0
589,2,638,-0.2150849147989585,-0.2079289822447619,37,1176,0
592,2,3601,-0.2892012814849197,-0.1170863744976838,38,1184,1
593,2,1372,-0.2852669747939875,-0.1174882131983575,38,1184,1
594,2,3084,-0.2055049154522229,-0.2182965825988619,38,1215,1
595,2,3601,-0.2892012814849197,-0.1170863744976838,39,1122,2
596,2,1372,-0.2852669747939875,-0.1174882131983575,39,1123,2
597,2,638,-0.2150849147989585,-0.2079289822447619,39,1141,2
598,2,1372,-0.2852669747939875,-0.1174882131983575,41,1200,4
599,2,1082,-0.2154840875345562,-0.1949878640722683,41,1223,4
600,2,638,-0.2150849147989585,-0.2079289822447619,41,1224,4
602,2,1019,-0.2350653820353984,-0.2107364159205265,42,1142,5
603,2,1372,-0.2852669747939875,-0.1174882131983575,48,1132,4
604,2,638,-0.2150849147989585,-0.2079289822447619,48,1152,4
605,2,3084,-0.2055049154522229,-0.2182965825988619,49,1075,5
606,2,1372,-0.2852669747939875,-0.1174882131983575,62,1152,4
607,2,1082,-0.2154840875345562,-0.1949878640722683,62,1163,4
609,2,1019,-0.2350653820353984,-0.2107364159205265,63,1097,5
610,2,939,-0.1896187023872437,-0.199583431605114,64,1007,6
611,2,3601,-0.2898519029751547,-0.1178335830740411,66,1159,1
612,2,1372,-0.2852669747939875,-0.1174882131983575,66,1159,1
613,2,1082,-0.2154840875345562,-0.1949878640722683,66,1175,1
614,2,638,-0.2150849147989585,-0.2079289822447619,66,1175,1
615,2,1082,-0.2154840875345562,-0.1949878640722683,68,1152,3
616,2,1372,-0.2852669747939875,-0.1174882131983575,69,1153,4
617,2,1295,-0.2518108479012706,-0.2229289146719705,69,1169,4
618,2,939,-0.1896187023872437,-0.199583431605114,70,1000,5
620,2,1082,-0.2154840875345562,-0.1949878640722683,88,1095,2
621,2,939,-0.1896187023872437,-0.199583431605114,88,1112,2
622,2,3084,-0.2055049154522229,-0.2182965825988619,88,1199,2
623,2,939,-0.1896187023872437,-0.199583431605114,92,790,6
626,2,1372,-0.2852669747939875,-0.1174882131983575,97,1127,4
627,2,638,-0.2150849147989585,-0.2079289822447619,97,1143,4
628,2,1404,-0.170420566338644,-0.1773041202058778,97,1144,4
662,3,3396,0.3063002872036551,0.1226245914650983,0,317,0
663,3,3756,0.3108789088597457,0.1109502244065259,0,1404,0
664,3,3396,0.3063002872036551,0.1226245914650983,1,0,1
667,3,2530,-0.1997050561050314,0.3981576888487044,3,1280,3
668,3,1297,-0.1034554460140406,-0.0348415266876594,3,1322,3
669,3,2586,-0.3961417742035416,-0.0141600928287499,3,1350,3
670,3,3396,0.3063002872036551,0.1226245914650983,4,90,4
674,3,1654,-0.1197764295345704,-0.0145475004626126,4,1325,4
677,3,1497,0.1173363037225692,0.0201582255454384,5,61,5
678,3,3396,0.3063002872036551,0.1226245914650983,5,155,5
680,3,2248,-0.1062088065596978,0.1364077018563045,5,1040,5
681,3,3756,0.3108789088597457,0.1109502244065259,7,788,0
683,3,1693,-0.3969985136715113,-0.0132239770131531,7,1381,0
684,3,976,-0.3053103520777445,-0.0458708887664893,7,1404,0
685,3,2492,0.3063002872036551,0.1226245914650983,8,845,1
686,3,976,-0.3053103520777445,-0.0458708887664893,8,1021,1
688,3,1739,-0.0554641348262373,0.5055992508409259,8,1283,1
689,3,861,-0.3522693699444607,0.5744204345469475,8,1332,1
690,3,1693,-0.3969985136715113,-0.0132239770131531,8,1386,1
692,3,1417,0.3832844349517241,0.1344224166821153,10,48,3
695,3,506,-0.0665466955053585,-0.047635586699102,10,204,3
697,3,1365,0.2197726342714041,0.0658676576479964,10,231,3
698,3,3812,-0.0950358933531622,-0.0194004197772491,11,1113,4
703,3,1698,0.3111892709895996,0.1117370329140379,13,1314,6
704,3,3396,0.3063002872036551,0.1226245914650983,13,1419,6
707,3,410,-0.1802789276919627,0.3659654912570156,14,1208,0
710,3,506,-0.0665466955053585,-0.047635586699102,17,137,3
711,3,538,-0.0701376339016676,-0.0295474328898212,17,147,3
712,3,1365,0.2197726342714041,0.0658676576479964,17,171,3
713,3,2492,0.3063002872036551,0.1226245914650983,19,879,5
714,3,1968,0.2970587615591145,0.1242277430028242,19,954,5
715,3,2586,-0.3961417742035416,-0.0141600928287499,19,1055,5
717,3,3396,0.3063002872036551,0.1226245914650983,20,11,6
718,3,3396,0.3063002872036551,0.1226245914650983,20,11,6
719,3,976,-0.3053103520777445,-0.0458708887664893,20,751,6
720,3,1620,-0.3893302260670833,-0.0333709450771488,20,838,6
723,3,1615,0.1446107622800543,0.5100089600065327,20,1210,6
724,3,1341,0.4403361158940007,0.1785398649974343,20,1279,6
725,3,1589,0.2482647759242453,0.0808932460595279,21,735,0
726,3,2586,-0.3961417742035416,-0.0141600928287499,21,782,0
732,3,976,-0.3053103520777445,-0.0458708887664893,23,1015,2
737,3,2586,-0.3961417742035416,-0.0141600928287499,24,967,3
738,3,1693,-0.3969985136715113,-0.0132239770131531,24,1175,3
742,3,3396,0.3063002872036551,0.1226245914650983,27,4,6
743,3,2586,-0.3961417742035416,-0.0141600928287499,27,582,6
746,3,3393,0.1827273798097797,0.0472536917190968,27,1058,6
747,3,3396,0.3063002872036551,0.1226245914650983,29,0,1
751,3,245,-0.3403202167199575,-0.1218842252532685,30,1160,2
754,3,1253,0.0150379968831089,0.3646881025017068,32,1202,4
762,3,1302,-0.4061017659191381,-0.009749649883601,35,986,0
763,3,1654,-0.1197764295345704,-0.0145475004626126,35,1023,0
764,3,832,-0.068940650046319,0.07945942898928,35,1054,0
769,3,2902,-0.6829541913798595,0.1049115001970304,36,1231,1
770,3,1675,-0.683561313090006,0.1054439740489456,36,1294,1
771,3,3756,0.3108789088597457,0.1109502244065259,36,1433,1
772,3,2492,0.3063002872036551,0.1226245914650983,37,127,2
773,3,1589,0.2482647759242453,0.0808932460595279,37,908,2
774,3,1770,-0.3814224927358568,0.1684663809654365,37,1026,2
780,3,2586,-0.3961417742035416,-0.0141600928287499,39,979,4
781,3,1576,-0.1175417234360647,0.295009928549877,39,1055,4
782,3,1253,0.0150379968831089,0.3646881025017068,39,1219,4
